,sum_assured,Num_Policies,prem_rate_per1000,policy_fees,policy_Init_comm,policy_yearly_comm,acq_direct_expenses,acq_indirect_expense,main_direct_expenses,main_indirect_expenses,Total_years,discount_rate,asset_ret_rate,CSM_ret_Rate,risk_adjst_rate,mortality,lapse
193,242000,1,0.94,80,0.771051366,0.039440041,59,63,26,20,22,0.035430386,0.043552488,0.044413507,0.092693226,0.000591718,0.043039096
194,173000,1,0.72,70,0.585308832,0.021623145,45,58,36,20,22,0.03571769,0.045969266,0.044798876,0.098514026,0.000574577,0.047636786
195,171000,1,0.57,50,0.633850681,0.066486959,54,63,28,20,22,0.03541433,0.040116032,0.042068044,0.105504514,0.00056554,0.052084827
196,209000,1,0.58,88,0.421071008,0.072640551,45,54,20,20,22,0.044500062,0.041314022,0.043118073,0.097183292,0.000627425,0.052784887
197,187000,1,0.92,89,0.628024278,0.065020917,41,50,38,20,22,0.039781306,0.044028194,0.036147905,0.117228453,0.000537026,0.048998855
198,186000,1,0.76,62,0.512072923,0.071934255,42,66,40,20,22,0.042779073,0.044288393,0.038885475,0.096057792,0.000446644,0.044112226
199,192000,1,0.64,74,0.797708519,0.074031847,62,69,22,20,22,0.040624791,0.043166406,0.042658841,0.110249949,0.000488557,0.057995042
200,194000,1,0.54,98,0.594401282,0.066279678,67,70,32,20,22,0.039549177,0.04103462,0.035187399,0.080409362,0.000604218,0.059337058
201,250000,1,0.9,97,0.481377536,0.025285763,45,53,24,20,22,0.038995823,0.046676348,0.044495908,0.088795473,0.000599396,0.056092761
202,178000,1,0.68,60,0.447019366,0.058486016,48,58,29,20,22,0.039980515,0.041662791,0.042697592,0.094272474,0.00062989,0.052908236
203,206000,1,0.55,58,0.632463401,0.074391237,54,64,36,20,22,0.040354021,0.04926772,0.040012213,0.082888461,0.000549824,0.046495355
204,223000,1,0.62,64,0.579820291,0.050369523,53,66,26,20,22,0.036565868,0.049577541,0.035123279,0.090887606,0.000490563,0.048828487
205,227000,1,0.87,67,0.428975163,0.069049721,49,50,20,20,22,0.041391392,0.046321154,0.039216559,0.102098039,0.000570079,0.040104016
206,250000,1,0.8,67,0.716016113,0.031608492,66,58,20,20,22,0.037443522,0.04920957,0.044965205,0.092389753,0.000554554,0.048515629
207,222000,1,0.94,79,0.419681073,0.079008898,40,54,40,20,22,0.035482299,0.048403295,0.038378143,0.102113584,0.000651421,0.055669596
208,242000,1,0.71,58,0.749900232,0.079441297,55,53,29,20,22,0.041441336,0.040439111,0.04135198,0.099678765,0.000588424,0.059273922
209,242000,1,0.85,89,0.735713069,0.027190442,56,60,21,20,22,0.044454025,0.049028609,0.042056458,0.102244591,0.000698144,0.051663431
210,166000,1,0.86,58,0.780695654,0.035409225,57,61,27,20,22,0.042804868,0.048669077,0.040358781,0.106942253,0.000529152,0.052299837
211,169000,1,0.81,50,0.621063458,0.043908595,65,50,26,20,22,0.037541069,0.040874083,0.036576187,0.113650818,0.000571875,0.058087738
212,241000,1,0.63,55,0.741324439,0.034266101,41,65,32,20,22,0.044433495,0.040051462,0.044420952,0.101804692,0.000473665,0.058806274
213,234000,1,0.51,63,0.548151788,0.035131019,60,67,38,20,22,0.035605515,0.044822552,0.039136251,0.111691381,0.000547124,0.056804437
214,209000,1,0.63,69,0.496545383,0.060415108,46,69,28,20,22,0.036821538,0.044169963,0.036414913,0.087770747,0.000657404,0.044931991
215,213000,1,0.87,74,0.443127231,0.062816055,40,58,24,20,22,0.036969765,0.049543246,0.041728367,0.094037651,0.000685755,0.057863959
216,212000,1,0.76,57,0.758655875,0.071569249,61,61,30,20,22,0.038509314,0.042207357,0.036571767,0.102771969,0.000584939,0.048072985
217,246000,1,0.73,83,0.683369104,0.075569972,62,52,33,20,22,0.0385238,0.041291876,0.037993947,0.116668914,0.000412155,0.050849024
218,204000,1,0.87,75,0.738937534,0.044687858,53,66,21,20,22,0.040142187,0.040959363,0.039029507,0.106455598,0.000559466,0.046102386
219,200000,1,0.88,72,0.540051717,0.067349748,55,59,39,20,22,0.042107226,0.042282604,0.04461493,0.083223315,0.00067952,0.046859894
220,181000,1,0.95,84,0.769481974,0.060072308,49,62,26,20,22,0.043411552,0.046623267,0.03775627,0.115945258,0.000572247,0.053328009
221,164000,1,0.55,73,0.455840446,0.040403198,64,50,39,20,22,0.037739091,0.04449047,0.040008639,0.087287146,0.000449792,0.046275033
222,168000,1,0.61,100,0.587788559,0.060577095,53,55,37,20,22,0.03600925,0.041756396,0.044731645,0.105136568,0.000406538,0.048301286
223,185000,1,0.59,62,0.630127688,0.075133312,44,60,37,20,22,0.037701182,0.043152154,0.036433575,0.117070674,0.00062594,0.059376359
224,243000,1,0.58,66,0.687525763,0.060481123,43,63,30,20,22,0.040942402,0.04224794,0.044350391,0.087820903,0.000615405,0.04714455
225,226000,1,0.92,70,0.479023312,0.042272414,64,50,38,20,22,0.039087704,0.041436884,0.038377513,0.108012427,0.000501707,0.047780062
226,196000,1,0.68,50,0.553500405,0.028802583,49,57,24,20,22,0.041228149,0.047425363,0.039864937,0.099670457,0.000420132,0.052923299
227,206000,1,0.54,54,0.764728917,0.060229424,42,61,24,20,22,0.04329187,0.044081099,0.037417972,0.103012983,0.000627898,0.042605568
228,182000,1,0.72,85,0.652886745,0.060690549,45,58,24,20,22,0.043216171,0.046368043,0.043186698,0.099189014,0.000424097,0.045818982
229,208000,1,0.6,61,0.5917379,0.062644085,49,69,36,20,22,0.04064097,0.047121867,0.037456767,0.116363149,0.000540173,0.041207686
230,191000,1,0.78,60,0.553582066,0.04482678,53,58,33,20,22,0.038257336,0.041139462,0.035614678,0.092605634,0.000436208,0.041870828
231,166000,1,0.68,93,0.782607397,0.057741488,63,67,33,20,22,0.04014015,0.047898703,0.043549008,0.095071821,0.000657256,0.049701658
232,189000,1,0.78,61,0.529442274,0.031688513,42,62,34,20,22,0.041325793,0.047302483,0.035224936,0.112872882,0.000426184,0.054922931
233,246000,1,0.83,63,0.784207212,0.036814576,49,68,32,20,22,0.036688407,0.046989075,0.038000136,0.085946335,0.000627984,0.05646835
234,171000,1,0.65,56,0.723112058,0.062802867,69,57,30,20,22,0.04290827,0.040009279,0.037881846,0.118078699,0.000642008,0.055223387
235,206000,1,0.85,89,0.771488794,0.031252971,61,50,27,20,22,0.040459513,0.047972827,0.038981499,0.092114673,0.000694164,0.056653989
236,154000,1,0.68,64,0.467549961,0.060424874,46,50,31,20,22,0.041597561,0.048643319,0.036815189,0.094005548,0.000653701,0.059590614
237,173000,1,0.94,68,0.634789267,0.052123199,70,68,21,20,22,0.036921599,0.042758993,0.041720981,0.093975274,0.000564172,0.054547475
238,232000,1,0.93,52,0.460953721,0.054434815,60,66,29,20,22,0.038842014,0.043292873,0.035287464,0.096877341,0.000437895,0.055100293
239,165000,1,0.67,53,0.653713374,0.028356191,64,55,22,20,22,0.040427615,0.046988045,0.038635268,0.100399544,0.000686645,0.041933744
240,173000,1,0.7,50,0.692012192,0.033040785,69,50,34,20,22,0.03578575,0.040697684,0.040004976,0.117374767,0.000506262,0.056777995
241,223000,1,0.78,86,0.652895207,0.044928839,57,63,23,20,22,0.036001724,0.040977943,0.043734556,0.106052983,0.000556983,0.052338023
242,154000,1,0.65,67,0.790362493,0.069617277,41,62,32,20,22,0.036133127,0.045556383,0.041616391,0.119247389,0.000412786,0.055900746
243,203000,1,0.85,70,0.536003119,0.074102397,68,50,32,20,22,0.042264096,0.048445715,0.038624213,0.086618856,0.000422212,0.051156541
244,208000,1,0.78,54,0.595314858,0.048193917,47,70,20,20,22,0.040226835,0.046471079,0.035263363,0.083890879,0.000623962,0.048448865
245,245000,1,0.92,59,0.51640226,0.031226858,68,67,28,20,22,0.040289677,0.041888648,0.040200142,0.114593434,0.000475571,0.046924583
246,164000,1,0.9,73,0.425915038,0.041635247,61,62,29,20,22,0.041963346,0.047272649,0.041995041,0.108878958,0.000541286,0.05414115
247,240000,1,0.64,52,0.670316941,0.044157085,56,58,24,20,22,0.043543923,0.04877827,0.044068313,0.119496325,0.000560755,0.05591857
248,196000,1,0.61,57,0.686250964,0.023836122,64,57,34,20,22,0.040704133,0.046896521,0.03515943,0.091330181,0.000498605,0.057731582
249,196000,1,0.65,77,0.78775032,0.065179878,47,65,37,20,22,0.036180246,0.047541811,0.035996412,0.112337518,0.000695332,0.050921825
250,159000,1,0.83,85,0.688561229,0.076578588,47,56,40,20,22,0.03849809,0.041286252,0.042567781,0.119698479,0.000517148,0.050429147
251,169000,1,0.5,89,0.716349854,0.02193677,67,69,31,20,22,0.0375282,0.045720477,0.036988582,0.106607503,0.000627438,0.058852923
252,247000,1,0.62,100,0.657583531,0.039957796,69,50,26,20,22,0.043431827,0.047103934,0.036111222,0.090506503,0.000592228,0.051810379
253,186000,1,0.66,52,0.464550296,0.041562059,59,65,28,20,22,0.037695949,0.042194065,0.036963649,0.092921588,0.000542308,0.053835376
254,206000,1,0.76,54,0.47617723,0.068809847,60,50,23,20,22,0.042946717,0.040118657,0.039719603,0.085119341,0.00049685,0.05314322
255,170000,1,0.57,65,0.794915517,0.049103275,62,56,24,20,22,0.043369304,0.049224431,0.041284847,0.11397113,0.000578968,0.059715817
256,220000,1,0.94,90,0.680496912,0.071242882,46,64,22,20,22,0.042189544,0.047024837,0.044332141,0.095702578,0.000571786,0.043962669
257,205000,1,0.92,98,0.43286351,0.037562472,60,55,37,20,22,0.041104914,0.043083273,0.035979881,0.082739693,0.000619787,0.059615721
258,198000,1,0.86,56,0.626438572,0.047793631,44,50,39,20,22,0.038022578,0.049497668,0.043879889,0.08151828,0.000680916,0.040475694
259,205000,1,0.64,89,0.49657336,0.055366919,70,70,21,20,22,0.037284947,0.040079111,0.042834176,0.119532411,0.000555357,0.057157358
260,212000,1,0.69,51,0.458196704,0.056561648,45,55,20,20,22,0.039160715,0.048895543,0.036902404,0.08789426,0.000423052,0.041356674
261,238000,1,0.87,99,0.676023758,0.05498651,58,51,31,20,22,0.039772884,0.041984098,0.036538526,0.101763163,0.000468612,0.051960385
262,157000,1,0.59,99,0.510809448,0.062358678,70,57,33,20,22,0.039557424,0.046690122,0.038792366,0.09322724,0.000546082,0.059335563
263,157000,1,0.57,56,0.401949633,0.037562766,46,65,27,20,22,0.041435883,0.040551482,0.040479883,0.104768586,0.000492428,0.044425223
264,203000,1,0.67,81,0.571751886,0.026795002,66,66,25,20,22,0.039916958,0.048168557,0.039052451,0.107687027,0.000657645,0.050313728
265,161000,1,0.66,56,0.417547214,0.033226252,49,67,27,20,22,0.036629995,0.042417336,0.035587765,0.085676979,0.000681382,0.046733534
266,249000,1,0.73,90,0.403938114,0.032751245,42,64,34,20,22,0.038317334,0.041603269,0.041172096,0.091071414,0.000504169,0.045806793
267,178000,1,0.81,69,0.43011485,0.078211606,68,69,35,20,22,0.035955148,0.049015484,0.044907338,0.106336439,0.000597274,0.055585027
268,155000,1,0.52,64,0.656616405,0.066625266,44,50,34,20,22,0.037341751,0.048634347,0.042881913,0.106424025,0.000671408,0.048967232
269,171000,1,0.7,97,0.680772987,0.025789252,45,61,37,20,22,0.042215033,0.048889551,0.039651468,0.112369569,0.000629796,0.047476821
270,245000,1,0.89,79,0.799341456,0.061136121,53,55,28,20,22,0.039614273,0.042954883,0.03983244,0.097357529,0.000612433,0.04472085
271,204000,1,0.67,64,0.581581654,0.073790382,41,60,21,20,22,0.037103533,0.049297689,0.038918478,0.105488576,0.000604406,0.05216675
272,201000,1,0.59,55,0.422405369,0.030751074,69,51,32,20,22,0.035606445,0.04415605,0.041519885,0.086075935,0.000634305,0.040676269
273,178000,1,0.78,81,0.431234823,0.04415662,49,51,39,20,22,0.04284003,0.049041429,0.037889558,0.090351056,0.000610642,0.057133646
274,170000,1,0.8,74,0.602203312,0.04364696,55,60,20,20,22,0.037584845,0.045641583,0.039510926,0.099376827,0.000649044,0.050979844
275,154000,1,0.72,54,0.629001228,0.025640407,61,69,30,20,22,0.039166149,0.046173393,0.041870945,0.113962418,0.000688843,0.04247062
276,218000,1,0.81,62,0.591044053,0.030342801,67,70,38,20,22,0.035633806,0.043666135,0.042744901,0.08238207,0.000503238,0.043494201
277,197000,1,0.86,91,0.675016284,0.041894925,53,51,26,20,22,0.040572801,0.040922318,0.044630281,0.10570879,0.000410377,0.049278533
278,194000,1,0.8,90,0.46235582,0.068399949,42,64,34,20,22,0.036240319,0.043274802,0.044153839,0.103042996,0.000518279,0.041421733
279,188000,1,0.74,80,0.68406507,0.062972078,42,60,27,20,22,0.037098885,0.04986403,0.035427247,0.116731751,0.000405325,0.050048028
280,169000,1,0.91,97,0.640446704,0.059210928,45,55,33,20,22,0.041396437,0.049770014,0.035065788,0.100761955,0.000545467,0.055976397
281,162000,1,0.93,98,0.690577741,0.055014694,45,52,34,20,22,0.037508871,0.041482081,0.039595597,0.08428889,0.000648053,0.040656281
282,150000,1,0.95,70,0.459023668,0.067726118,54,51,37,20,22,0.040036565,0.049643845,0.036780383,0.084615915,0.000557419,0.056606741
283,202000,1,0.93,50,0.629434118,0.027870828,66,65,26,20,22,0.040716709,0.043299456,0.039972215,0.111929492,0.000458249,0.053126481
284,203000,1,0.6,74,0.525556391,0.02569052,60,58,37,20,22,0.042617401,0.040808213,0.036780719,0.083178746,0.000538783,0.050826896
285,175000,1,0.65,84,0.523656777,0.026007601,49,50,20,20,22,0.036291919,0.043401977,0.043867296,0.099923592,0.000506749,0.048820106
286,236000,1,0.7,86,0.652976536,0.07159243,55,64,28,20,22,0.044823356,0.040220511,0.041347043,0.108709791,0.000461216,0.052181166
287,234000,1,0.81,64,0.638920101,0.029694541,55,52,23,20,22,0.043296748,0.046733433,0.042187787,0.104128538,0.000426838,0.058831281
288,216000,1,0.8,66,0.79981604,0.034105927,56,54,21,20,22,0.035741558,0.043604086,0.042651214,0.09302394,0.000565301,0.059003429
289,234000,1,0.93,78,0.697245277,0.027818509,44,61,28,20,22,0.044570493,0.048984641,0.037886179,0.118411664,0.000536816,0.043818171
290,196000,1,0.62,84,0.48508144,0.053232302,43,64,24,20,22,0.040011429,0.04546496,0.038306423,0.09838409,0.000590873,0.050881265
291,198000,1,0.82,55,0.605737078,0.047005719,49,55,23,20,22,0.044795939,0.043990974,0.041531242,0.09733127,0.000618352,0.042726209
292,157000,1,0.54,66,0.725074171,0.027921351,65,53,35,20,22,0.040735037,0.042821773,0.043451336,0.11260768,0.000595493,0.058454966
293,163000,1,0.63,86,0.690582877,0.061441461,68,54,33,20,22,0.037085218,0.04736036,0.037375855,0.09483638,0.000635039,0.055996064
294,242000,1,0.93,67,0.774845455,0.076985523,48,53,21,20,22,0.042346991,0.049673084,0.036948574,0.091318403,0.000434605,0.045754701
295,231000,1,0.74,97,0.400601075,0.063971227,69,53,33,20,22,0.044163129,0.042917985,0.035945419,0.086030284,0.000410316,0.044214616
296,194000,1,0.7,76,0.697429867,0.041825071,43,70,27,20,22,0.036184721,0.042777542,0.040223331,0.086829849,0.000461205,0.056347481
297,202000,1,0.63,78,0.641820656,0.060812656,49,70,40,20,22,0.035944352,0.042831931,0.038060631,0.104926635,0.00047921,0.046267526
298,208000,1,0.83,68,0.596621072,0.047796799,40,67,33,20,22,0.037577816,0.04585581,0.035909132,0.118937527,0.000686281,0.04908368
299,246000,1,0.72,95,0.622562478,0.076732407,69,70,27,20,22,0.043125738,0.044754521,0.037290355,0.089235022,0.000683929,0.043246931
300,239000,1,0.86,68,0.598627551,0.060966547,42,60,31,20,22,0.044187486,0.044219224,0.042370051,0.094153477,0.000537199,0.041332135
301,173000,1,0.68,93,0.654389632,0.069096343,69,50,32,20,22,0.041979463,0.049521141,0.037005662,0.094631234,0.000652043,0.051914218
302,167000,1,0.73,84,0.705572575,0.040600775,68,56,21,20,22,0.039897684,0.043829952,0.036672694,0.116003012,0.000647544,0.058695653
303,183000,1,0.53,75,0.744322766,0.039940924,46,59,28,20,22,0.040132954,0.047046398,0.042815844,0.081108663,0.000696723,0.056453761
304,164000,1,0.73,100,0.516529992,0.055664392,49,57,26,20,22,0.04454746,0.046043563,0.037854718,0.118244823,0.000636882,0.059993572
305,216000,1,0.61,94,0.505682173,0.047850559,59,69,27,20,22,0.035461652,0.04585435,0.03616024,0.100136196,0.000595675,0.053780768
306,212000,1,0.81,78,0.411232282,0.021297374,54,59,22,20,22,0.042467831,0.04944193,0.036844988,0.108148254,0.000683176,0.059798219
307,243000,1,0.56,96,0.741534002,0.037467465,56,70,30,20,22,0.035731207,0.042396946,0.04212396,0.090985881,0.00052683,0.049195884
308,242000,1,0.61,78,0.721568615,0.032611912,60,54,33,20,22,0.036798696,0.040497032,0.035548059,0.115398678,0.000661789,0.047779572
309,157000,1,0.87,93,0.712698949,0.053934646,63,60,28,20,22,0.037525393,0.043928062,0.040946448,0.091576446,0.000464798,0.052222847
310,250000,1,0.59,75,0.579340324,0.059120123,58,51,28,20,22,0.04285996,0.04777813,0.038900876,0.107853019,0.000548808,0.046316796
311,191000,1,0.77,52,0.499937939,0.03502942,43,60,36,20,22,0.044252643,0.040968201,0.035431375,0.089078611,0.000576881,0.058712977
312,241000,1,0.51,83,0.477469866,0.062417093,44,56,33,20,22,0.040411711,0.049620324,0.040528063,0.107300658,0.000677952,0.04512695
313,185000,1,0.65,83,0.629928658,0.035387005,45,64,29,20,22,0.038808509,0.043149122,0.041362767,0.090314152,0.000510193,0.044924066
314,202000,1,0.87,98,0.55582597,0.026539934,41,63,30,20,22,0.036315405,0.047827068,0.038389943,0.108470993,0.000641729,0.047417592
315,218000,1,0.88,83,0.424642077,0.077665806,46,67,33,20,22,0.044049817,0.045628564,0.037432078,0.118464345,0.000524303,0.047056636
316,242000,1,0.84,59,0.598005001,0.049331465,50,66,35,20,22,0.041283157,0.040270181,0.04076672,0.108216195,0.000564471,0.040006625
317,176000,1,0.94,75,0.791166624,0.066404989,43,50,27,20,22,0.038050501,0.043433101,0.042468463,0.107639868,0.00063148,0.042462204
318,170000,1,0.62,87,0.479947623,0.066396237,55,59,29,20,22,0.036595136,0.043997785,0.042860469,0.116552877,0.000604375,0.055224782
319,230000,1,0.59,64,0.596767662,0.034270768,43,66,31,20,22,0.04039919,0.043058665,0.044942552,0.083871281,0.000573312,0.040204689
320,154000,1,0.88,91,0.773897647,0.052814516,45,68,28,20,22,0.040966715,0.042989434,0.037695256,0.119149036,0.000681576,0.053546327
321,183000,1,0.8,96,0.721917893,0.071244083,69,64,30,20,22,0.04117001,0.041208341,0.036667172,0.094845507,0.000620821,0.052975619
322,209000,1,0.65,76,0.647494004,0.033863733,43,63,21,20,22,0.041898559,0.040985575,0.044252618,0.082974166,0.000548403,0.046698894
323,196000,1,0.93,75,0.498537122,0.072768284,58,52,29,20,22,0.039177695,0.047476317,0.038679409,0.107327138,0.000453819,0.050752988
324,202000,1,0.62,61,0.468274193,0.051351435,59,58,21,20,22,0.043001778,0.048617405,0.039299376,0.106259911,0.000529604,0.047130733
325,162000,1,0.88,92,0.578545842,0.026608262,53,55,25,20,22,0.037782908,0.045609195,0.038158969,0.086321626,0.000642672,0.048888676
326,186000,1,0.61,78,0.4030519,0.063576763,50,69,39,20,22,0.040134114,0.047151688,0.0399808,0.099279452,0.000612556,0.048363089
327,190000,1,0.62,52,0.707480091,0.051714373,68,57,22,20,22,0.036265429,0.041435133,0.04471257,0.08510784,0.000508828,0.053219071
328,189000,1,0.74,78,0.443303125,0.04868285,68,57,39,20,22,0.035756623,0.044859122,0.037526897,0.118591748,0.000665925,0.057422475
329,173000,1,0.7,87,0.746698684,0.056691293,48,54,21,20,22,0.035703251,0.041216054,0.04337749,0.091701604,0.00051623,0.05150213
330,175000,1,0.76,93,0.404318952,0.037133184,45,62,26,20,22,0.038130698,0.048538831,0.040703055,0.112974897,0.000527567,0.042724701
331,152000,1,0.6,90,0.402245562,0.031014747,69,59,27,20,22,0.037552346,0.045892222,0.038102654,0.082942886,0.000685957,0.051753711
332,217000,1,0.74,85,0.527107177,0.053601569,65,61,27,20,22,0.039139984,0.046176746,0.038508294,0.119796183,0.000609962,0.055844443
333,232000,1,0.71,64,0.784102416,0.059170008,63,61,26,20,22,0.044144339,0.042087672,0.036711923,0.118184641,0.000665111,0.044526607
334,171000,1,0.73,93,0.650503458,0.033014795,58,64,40,20,22,0.037481255,0.049707423,0.037327177,0.113691336,0.000406755,0.043615226
335,188000,1,0.82,57,0.470234895,0.053625723,45,66,35,20,22,0.041317637,0.042660802,0.04005889,0.094034981,0.000445939,0.046137841
336,235000,1,0.62,92,0.579176051,0.03349967,49,69,32,20,22,0.041005553,0.040748287,0.042925256,0.117266212,0.000572078,0.045862372
337,192000,1,0.6,50,0.758336389,0.038274897,55,65,30,20,22,0.035614111,0.043554752,0.042051522,0.089078991,0.000536469,0.048192505
338,248000,1,0.84,76,0.440359216,0.068481714,57,65,36,20,22,0.040229349,0.041487245,0.041251582,0.118742385,0.00061624,0.049784635
339,187000,1,0.67,50,0.608121556,0.020867665,52,64,27,20,22,0.043856006,0.043814432,0.03624738,0.107721577,0.000621273,0.057595352
340,151000,1,0.73,97,0.416208558,0.037082199,44,62,22,20,22,0.035899279,0.041915218,0.043402215,0.105816108,0.000537191,0.044719818
341,194000,1,0.85,87,0.459422018,0.030861635,61,53,36,20,22,0.039101069,0.042955356,0.04372996,0.089362483,0.000682782,0.054436527
342,171000,1,0.73,70,0.776919611,0.022201216,57,64,24,20,22,0.035760822,0.046852844,0.041166568,0.088113385,0.00062117,0.04040621
343,203000,1,0.58,97,0.56312814,0.063236652,68,64,40,20,22,0.040463982,0.041924563,0.0365561,0.109994076,0.0006945,0.056154705
344,237000,1,0.73,52,0.642897132,0.045996429,44,60,24,20,22,0.037051096,0.042117565,0.03964017,0.091895055,0.000493376,0.050332867
345,230000,1,0.57,97,0.415062492,0.02429075,52,57,37,20,22,0.042329279,0.049722551,0.038735448,0.11957347,0.000508936,0.048456823
346,248000,1,0.55,72,0.792930419,0.075813411,52,62,23,20,22,0.037076347,0.04395321,0.041575285,0.099642366,0.000458407,0.044523838
347,236000,1,0.81,57,0.694643164,0.029289767,48,51,34,20,22,0.041871152,0.049457431,0.036513808,0.096501023,0.000438517,0.048723653
348,202000,1,0.94,83,0.721804628,0.055426431,45,67,21,20,22,0.039035528,0.045351201,0.044348619,0.093547482,0.000481248,0.045547686
349,152000,1,0.79,99,0.742688651,0.023252948,70,65,25,20,22,0.03986865,0.044118192,0.04222993,0.101516159,0.00059277,0.046177608
350,174000,1,0.84,100,0.634666635,0.039772522,47,60,25,20,22,0.042829829,0.042566719,0.040435324,0.113858281,0.000402449,0.058161665
351,204000,1,0.62,52,0.65535939,0.04829144,57,54,36,20,22,0.036979666,0.047574059,0.037679053,0.11033871,0.000440748,0.045287957
352,167000,1,0.82,98,0.752405839,0.067956298,65,58,23,20,22,0.042504632,0.045934128,0.038121582,0.086231386,0.000507391,0.0414541
353,233000,1,0.51,90,0.412633794,0.033034016,54,53,24,20,22,0.039569711,0.042105096,0.043271485,0.110946944,0.00061073,0.046669587
354,188000,1,0.53,91,0.639004833,0.054560402,45,68,31,20,22,0.038798815,0.040256885,0.039922224,0.109904691,0.000470383,0.046840906
355,242000,1,0.58,52,0.502113236,0.027855173,42,58,24,20,22,0.040280438,0.045428947,0.043523001,0.088091714,0.000542002,0.048409534
356,245000,1,0.84,66,0.72715626,0.079278057,64,70,25,20,22,0.041669151,0.04672143,0.040397272,0.092840583,0.000461089,0.052906051
357,202000,1,0.66,57,0.610995636,0.023461304,66,54,34,20,22,0.038184745,0.041051638,0.036761665,0.114216907,0.000602926,0.046441835
358,206000,1,0.86,77,0.523136367,0.072133737,45,54,33,20,22,0.041790401,0.046192665,0.036471532,0.093412991,0.000580225,0.057940108
359,150000,1,0.65,97,0.505143827,0.029945764,53,68,22,20,22,0.039161232,0.040441816,0.041889547,0.098253981,0.000528574,0.057600098
360,217000,1,0.95,78,0.622120983,0.021816686,46,52,30,20,22,0.035982201,0.044783001,0.04431124,0.093502435,0.000627659,0.055153978
361,150000,1,0.55,81,0.647854571,0.056431211,69,55,31,20,22,0.03771966,0.042672854,0.038951357,0.087238571,0.000543052,0.041812156
362,189000,1,0.72,100,0.580788857,0.03880355,42,50,38,20,22,0.044313885,0.047482056,0.03680934,0.081822303,0.000581173,0.042381027
363,183000,1,0.92,55,0.605966048,0.056275512,53,51,33,20,22,0.037867615,0.046011977,0.035238542,0.105450869,0.000654499,0.056242995
364,161000,1,0.69,59,0.472077399,0.071178075,51,64,31,20,22,0.040520375,0.042538932,0.03538937,0.080120292,0.000693996,0.04783667
365,206000,1,0.79,51,0.754668345,0.040520234,57,61,23,20,22,0.040131557,0.04201247,0.039219007,0.089044212,0.000438273,0.05179483
366,206000,1,0.91,52,0.680391715,0.038213245,42,57,21,20,22,0.039876816,0.04992913,0.040926966,0.101726806,0.000521836,0.050675505
367,241000,1,0.83,52,0.661650874,0.07272312,61,54,28,20,22,0.037873908,0.041156714,0.044170627,0.115619499,0.000562626,0.049717303
368,185000,1,0.68,93,0.52308071,0.070963395,40,65,31,20,22,0.039291292,0.047064509,0.041691337,0.115889518,0.000571683,0.055058367
369,245000,1,0.9,50,0.585601177,0.068524903,46,64,23,20,22,0.042308657,0.04504043,0.036658937,0.089035255,0.00047906,0.046957996
370,161000,1,0.62,89,0.658907293,0.066647866,68,61,25,20,22,0.039977858,0.045066383,0.03773862,0.105785773,0.000558286,0.047338399
371,197000,1,0.82,83,0.541209587,0.0799358,69,55,40,20,22,0.036505513,0.048529221,0.041617296,0.080566392,0.000614338,0.048797845
372,166000,1,0.86,62,0.701283253,0.064355456,61,55,24,20,22,0.044418705,0.046564502,0.043405891,0.107844295,0.000694301,0.041696156
373,193000,1,0.89,62,0.518499777,0.048295651,50,65,31,20,22,0.04028666,0.042534684,0.04012832,0.108028109,0.000425803,0.05313506
374,235000,1,0.82,54,0.603128539,0.043307178,50,69,31,20,22,0.041512411,0.041391575,0.038162348,0.119429445,0.000459866,0.059173771
375,196000,1,0.95,57,0.407639139,0.052408362,49,51,34,20,22,0.0390215,0.040501643,0.037067003,0.108442375,0.000581436,0.055695065
376,157000,1,0.75,52,0.493433565,0.040748795,44,70,33,20,22,0.038940816,0.0458236,0.035164975,0.104408835,0.000454353,0.04400714
377,180000,1,0.66,83,0.698315225,0.07772217,50,66,25,20,22,0.043914519,0.041583348,0.041222654,0.082974947,0.000558103,0.044234289
378,236000,1,0.79,52,0.519407479,0.06313133,55,60,35,20,22,0.038294617,0.048849447,0.038930479,0.106326549,0.000488507,0.046785476
379,217000,1,0.51,71,0.633802741,0.050488515,50,70,39,20,22,0.044702131,0.042419768,0.043140581,0.083506401,0.000683526,0.059200644
380,226000,1,0.93,61,0.794591502,0.05384748,56,66,28,20,22,0.0406144,0.048302181,0.041430457,0.100875181,0.000471342,0.049278912
381,207000,1,0.75,84,0.782523598,0.07287479,52,66,30,20,22,0.042081463,0.044807344,0.041080595,0.097161739,0.000557539,0.052374614
382,165000,1,0.68,86,0.556580038,0.057789733,48,56,36,20,22,0.038128441,0.042621764,0.043495489,0.084644434,0.000598622,0.054220106
383,250000,1,0.72,81,0.534342818,0.026658218,52,63,31,20,22,0.040680824,0.045331983,0.037226226,0.118870025,0.000661513,0.046043072
384,161000,1,0.52,98,0.585091658,0.057650414,54,53,30,20,22,0.043556661,0.048606904,0.0383342,0.108057843,0.000404975,0.05658999
385,160000,1,0.56,99,0.725276082,0.072095119,51,66,34,20,22,0.037653768,0.049347576,0.041775603,0.088278718,0.000529149,0.044695414
386,247000,1,0.78,92,0.655349402,0.046036712,67,61,38,20,22,0.03852603,0.049924671,0.037838206,0.100084653,0.000631485,0.040454438
387,187000,1,0.77,58,0.704542446,0.078394747,70,54,36,20,22,0.038491643,0.040108042,0.039766321,0.090422564,0.000644529,0.044093036
